source;target;manuscript
braunschweig-wolfenbuettel_anton_ulrich;1698-10-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-10-16;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-10-16;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1698-10-17;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-10-18;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-10-19;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-10-20;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-10-21;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-10-24;Cod. Guelf. 211.1 Extrav.
post_dorothea_elisabeth;1698-10-24;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-10-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-10-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-10-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1698-10-25;Cod. Guelf. 211.1 Extrav.
steinberg_gertrud_luise;1698-10-25;Cod. Guelf. 211.1 Extrav.
imhoff_sophia_henriette;1698-10-25;Cod. Guelf. 211.1 Extrav.
spoercken_anna_elisabeth;1698-10-25;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-10-25;Cod. Guelf. 211.1 Extrav.
caradas_anon_1;1698-10-25;Cod. Guelf. 211.1 Extrav.
spoercken_georg_friedrich;1698-10-25;Cod. Guelf. 211.1 Extrav.
imhoff_rudolph_christian;1698-10-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-10-26;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1698-10-26;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1698-10-26;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1698-10-29;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-10-29;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-10-29;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-10-29;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-10-30;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1698-10-31;Cod. Guelf. 211.1 Extrav.
urbich_johann_christoph;1698-11-01;Cod. Guelf. 211.1 Extrav.
urbig_johann_christoph;1698-11-02;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-11-03;Cod. Guelf. 211.1 Extrav.
imhoff_rudolph_christian;1698-11-03;Cod. Guelf. 211.1 Extrav.
cronegg_anon_1;1698-11-04;Cod. Guelf. 211.1 Extrav.
;1698-11-04;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-11-06;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-11-07;Cod. Guelf. 211.1 Extrav.
post_christian_ludwig;1698-11-10;Cod. Guelf. 211.1 Extrav.
post_christian_ludwig;1698-11-11;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1698-11-11;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-11-13;Cod. Guelf. 211.1 Extrav.
sachsen-eisenach_johann_georg_ii;1698-11-13;Cod. Guelf. 211.1 Extrav.
cramm_anon_1;1698-11-14;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1698-11-16;Cod. Guelf. 211.1 Extrav.
fischer_otto;1698-11-16;Cod. Guelf. 211.1 Extrav.
fischer_otto;1698-11-17;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1698-11-17;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-11-20;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-11-23;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1698-11-24;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-11-24;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-11-24;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-11-24;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1698-11-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-11-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-11-25;Cod. Guelf. 211.1 Extrav.
imhoff_rudolph_christian;1698-11-26;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-11-27;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-12-01;Cod. Guelf. 211.1 Extrav.
steinberg_friedrich;1698-12-01;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-02;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-03;Cod. Guelf. 211.1 Extrav.
veltheim_hedwig_marie;1698-12-04;Cod. Guelf. 211.1 Extrav.
cramm_anon_1;1698-12-04;Cod. Guelf. 211.1 Extrav.
rockhausen_maria_elisabeth;1698-12-04;Cod. Guelf. 211.1 Extrav.
cronegg_anon_1;1698-12-04;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-04;Cod. Guelf. 211.1 Extrav.
cronegg_anon_1;1698-12-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1698-12-05;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1698-12-05;Cod. Guelf. 211.1 Extrav.
imhoff_anton_albrecht;1698-12-08;Cod. Guelf. 211.1 Extrav.
imhoff_anton_albrecht;1698-12-09;Cod. Guelf. 211.1 Extrav.
cramm_johann_ludwig;1698-12-09;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-11;Cod. Guelf. 211.1 Extrav.
post_dorothea_elisabeth;1698-12-15;Cod. Guelf. 211.1 Extrav.
post_anton_wilhelm;1698-12-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1698-12-15;Cod. Guelf. 211.1 Extrav.
geist_anna_christina;1698-12-15;Cod. Guelf. 211.1 Extrav.
steinberg_friedrich;1698-12-15;Cod. Guelf. 211.1 Extrav.
imhoff_anton_albrecht;1698-12-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-18;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-12-18;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1698-12-21;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1698-12-22;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-23;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-24;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-27;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1698-12-27;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1698-12-28;Cod. Guelf. 211.1 Extrav.
imhoff_rudolph_christian;1698-12-29;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-01-01;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-01;Cod. Guelf. 211.1 Extrav.
kragen_christoph_julius;1699-01-03;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-01-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-01-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-01-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-01-05;Cod. Guelf. 211.1 Extrav.
plessy_anon_1;1699-01-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ferdinand_albrecht_ii;1699-01-06;Cod. Guelf. 211.1 Extrav.
steinberg_gertrud_luise;1699-01-06;Cod. Guelf. 211.1 Extrav.
wuerttemberg-winnetal_friedrich_karl;1699-01-07;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-01-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-01-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-01-08;Cod. Guelf. 211.1 Extrav.
cramm_anon_1;1699-01-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-01-09;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-10;Cod. Guelf. 211.1 Extrav.
cramm_anon_1;1699-01-11;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-01-12;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-01-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-01-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-01-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-01-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-01-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-13;Cod. Guelf. 211.1 Extrav.
brandenburg_friedrich_iii;1699-01-13;Cod. Guelf. 211.1 Extrav.
hessen-kassel_karl;1699-01-13;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-14;Cod. Guelf. 211.1 Extrav.
mencke_otto;1699-01-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-14;Cod. Guelf. 211.1 Extrav.
steinberg_friedrich;1699-01-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-18;Cod. Guelf. 211.1 Extrav.
brandenburg_friedrich_iii;1699-01-18;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-19;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-22;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-22;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-01-23;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-01-23;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-01-23;Cod. Guelf. 211.1 Extrav.
imhoff_anton_albrecht;1699-01-23;Cod. Guelf. 211.1 Extrav.
imhoff_sophia_henriette;1699-01-23;Cod. Guelf. 211.1 Extrav.
spoercken_georg_friedrich;1699-01-23;Cod. Guelf. 211.1 Extrav.
spoercken_anna_elisabeth;1699-01-23;Cod. Guelf. 211.1 Extrav.
hagen_busso;1699-01-23;Cod. Guelf. 211.1 Extrav.
hagen_dorothea_henriette;1699-01-23;Cod. Guelf. 211.1 Extrav.
cramm_johann_ludwig;1699-01-23;Cod. Guelf. 211.1 Extrav.
cramm_anon_1;1699-01-23;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-23;Cod. Guelf. 211.1 Extrav.
erffa_johann_georg;1699-01-25;Cod. Guelf. 211.1 Extrav.
fischer_otto;1699-01-25;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-01-25;Cod. Guelf. 211.1 Extrav.
hagen_busso;1699-01-26;Cod. Guelf. 211.1 Extrav.
fuerstenberg-heiligenberg_anton_egon;1699-01-26;Cod. Guelf. 211.1 Extrav.
steinberg_friedrich;1699-01-28;Cod. Guelf. 211.1 Extrav.
wildenheim_georg_heinrich;1699-01-28;Cod. Guelf. 211.1 Extrav.
hertel_lorenz;1699-01-28;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-01-28;Cod. Guelf. 211.1 Extrav.
hessen-darmstadt_ernst_ludwig;1699-01-28;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-01-31;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-01-31;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-01-31;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-01-31;Cod. Guelf. 211.1 Extrav.
hacken_anon_1;1699-01-31;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-02-05;Cod. Guelf. 211.1 Extrav.
schleswig-holstein-gottorf_christian_august;1699-02-05;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-02-06;Cod. Guelf. 211.1 Extrav.
sachsen-meiningen_ernst_ludwig_i;1699-02-06;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-06;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-02-06;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-02-06;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-02-06;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-02-06;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-02-06;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-06;Cod. Guelf. 211.1 Extrav.
platen-hallermund_sophie_caroline;1699-02-07;Cod. Guelf. 211.1 Extrav.
weyhe_maria_catharina;1699-02-07;Cod. Guelf. 211.1 Extrav.
moltke_maria_euphrosyne;1699-02-07;Cod. Guelf. 211.1 Extrav.
borg_anon_1;1699-02-07;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-02-08;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-02-08;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-02-08;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-09;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-09;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-10;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-11;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-02-12;Cod. Guelf. 211.1 Extrav.
menthe_rosina_elisabeth;1699-02-12;Cod. Guelf. 211.1 Extrav.
lautensack_anna_dorothea;1699-02-12;Cod. Guelf. 211.1 Extrav.
scheither_luise_emilie;1699-02-12;Cod. Guelf. 211.1 Extrav.
scheither_rave_ludwig;1699-02-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-02-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-02-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-02-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-02-13;Cod. Guelf. 211.1 Extrav.
sachsen-meiningen_ernst_ludwig_i;1699-02-13;Cod. Guelf. 211.1 Extrav.
schleswig-holstein-gottorf_christian_august;1699-02-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-02-13;Cod. Guelf. 211.1 Extrav.
geist_anna_christina;1699-02-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-13;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-13;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-14;Cod. Guelf. 211.1 Extrav.
sachsen-meiningen_ernst_ludwig_i;1699-02-15;Cod. Guelf. 211.1 Extrav.
sachsen-meiningen_bernhard_i;1699-02-15;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-16;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-16;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-02-17;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-17;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-02-17;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-19;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-02-19;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-02-19;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-20;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-02-20;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-02-20;Cod. Guelf. 211.1 Extrav.
schleswig-holstein-gottorf_christian_august;1699-02-20;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-20;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-21;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-02-22;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-02-22;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-22;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-22;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-23;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-23;Cod. Guelf. 211.1 Extrav.
spoercken_ernst_wilhelm;1699-02-23;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-24;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-25;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-02-25;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_albrecht_ernst_ii;1699-02-26;Cod. Guelf. 211.1 Extrav.
oettingen-oettingen_sophie_luise;1699-02-26;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-03;Cod. Guelf. 211.1 Extrav.
ostfriesland_eberhardine_sophie;1699-03-03;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-03-03;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-03;Cod. Guelf. 211.1 Extrav.
hume_alexander;1699-03-03;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-04;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-05;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-07;Cod. Guelf. 211.1 Extrav.
hume_alexander;1699-03-08;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-09;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-10;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-10;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-11;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-11;Cod. Guelf. 211.1 Extrav.
ostfriesland_eberhardine_sophie;1699-03-11;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-12;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-13;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-18;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-19;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-21;Cod. Guelf. 211.1 Extrav.
ostfriesland_eberhardine_sophie;1699-03-21;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-23;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-25;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-26;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-03-27;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-27;Cod. Guelf. 211.1 Extrav.
ostfriesland_eberhardine_sophie;1699-03-28;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-28;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-03-29;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-29;Cod. Guelf. 211.1 Extrav.
ostfriesland_eberhardine_sophie;1699-03-29;Cod. Guelf. 211.1 Extrav.
ostfriesland_friedrich_ulrich;1699-03-29;Cod. Guelf. 211.1 Extrav.
avemann_heinrich;1699-03-29;Cod. Guelf. 211.1 Extrav.
ostfriesland_christine_charlotte;1699-03-30;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-03-31;Cod. Guelf. 211.1 Extrav.
ostfriesland_friedrich_ulrich;1699-03-31;Cod. Guelf. 211.1 Extrav.
ostfriesland_christian_eberhard;1699-04-02;Cod. Guelf. 211.1 Extrav.
wegscheider_johann_sebastian;1699-04-03;Cod. Guelf. 211.1 Extrav.
stechinelli_francesco_maria;1699-04-04;Cod. Guelf. 211.1 Extrav.
medici_gian_gastone;1699-04-04;Cod. Guelf. 211.1 Extrav.
wied-runkel_maximilian_heinrich;1699-04-06;Cod. Guelf. 211.1 Extrav.
lorme_anon_1;1699-04-10;Cod. Guelf. 211.1 Extrav.
kassel;1699-04-10;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-04-10;Cod. Guelf. 211.1 Extrav.
mencke_otto;1699-04-10;Cod. Guelf. 211.1 Extrav.
heron_charles-francois;1699-04-10;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-04-10;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-04-11;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-04-11;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_henriette_christine;1699-04-11;Cod. Guelf. 211.1 Extrav.
baden-durlach_anna_sophia;1699-04-12;Cod. Guelf. 211.1 Extrav.
rantzau_alexander_leopold_anton;1699-04-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-04-12;Cod. Guelf. 211.1 Extrav.
rantzau_dorothea_hedwig;1699-04-12;Cod. Guelf. 211.1 Extrav.
probst_maria_elisabeth;1699-04-12;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_henriette_christine;1699-04-12;Cod. Guelf. 211.1 Extrav.
probst_philipp_ludwig;1699-04-12;Cod. Guelf. 211.1 Extrav.
steinberg_friedrich;1699-04-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-04-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-04-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-04-13;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-04-13;Cod. Guelf. 211.1 Extrav.
imhoff_anton_albrecht;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_ludwig_rudolph;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_henriette_christine;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_august_wilhelm;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel-bevern_august_ferdinand;1699-04-14;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_rudolph_august;1699-04-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-04-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_elisabeth_juliane;1699-04-15;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_anton_ulrich;1699-04-16;Cod. Guelf. 211.1 Extrav.
braunschweig-wolfenbuettel_sophia_amalia;1699-04-16;Cod. Guelf. 211.1 Extrav.
spoercken_anna_elisabeth;1699-04-16;Cod. Guelf. 211.1 Extrav.
menthe_rosina_elisabeth;1699-04-17;Cod. Guelf. 211.1 Extrav.
probst_maria_elisabeth;1699-04-17;Cod. Guelf. 211.1 Extrav.
